vin,year,make,model,trim,bodyClass,engine,driveType,plantCity,plantCountry,decodeErrorCode,decodeErrorText,sourceCount,firstSeen,lastSeen,firstJobTitle,latestJobTitle,latestProgrammerHint,latestPriceHint,latestPaymentHint,keySystemStatus,keyOptions,programmerOptions,originationTools,verifyBeforeDispatch,notes
MAZ053WAZSKE13D03,,,,,,,,,,"1,7,400",1 - Check Digit (9th position) does not calculate properly; 7 - Manufacturer is not registered with NHTSA for sale or importation in the U.S. for use on U.S roads; Please contact the manufacturer directly for more information; 400 - Invalid Characters Present,1,2026-04-21T18:00:00.000Z,2026-04-21T18:00:00.000Z,KM 25 CX5 [er],KM 25 CX5 [er],,241.75,n30,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
MAZ069WAZSKE13D03,,,,,,,,,,"1,7,400",1 - Check Digit (9th position) does not calculate properly; 7 - Manufacturer is not registered with NHTSA for sale or importation in the U.S. for use on U.S roads; Please contact the manufacturer directly for more information; 400 - Invalid Characters Present,1,2026-04-21T18:00:00.000Z,2026-04-21T18:00:00.000Z,KM 25 CX5 [er],KM 25 CX5 [er],,241.75,n30,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
NM0LS7E7XH1333914,2017,FORD,Transit Connect,XL,Cargo Van,2.5L In-Line,,VALENCIA,SPAIN,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-07-05T16:20:00.000Z,2023-07-05T16:20:00.000Z,DK 2 veh.'s [cmx],DK 2 veh.'s [cmx],,48,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
SADCJ2EX7MA667955,2021,JAGUAR,F-PACE,P250 S,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2.0,AWD/All-Wheel Drive,SOLIHULL,UNITED KINGDOM (UK),0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-09-25T14:45:00.000Z,2023-09-25T14:45:00.000Z,DK 5 veh.'s [cmx],DK 5 veh.'s [cmx],TIS,368,,needs locksmith verification,,TIS,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
SAJAR4BG9HA964700,2017,JAGUAR,XE,XE,Sedan/Saloon,2L In-Line,RWD/Rear-Wheel Drive,SOLIHULL,UNITED KINGDOM (UK),0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-09-08T13:30:00.000Z,2023-09-08T13:30:00.000Z,DK 5 veh.'s [cmx],DK 5 veh.'s [cmx],IM608,197.8,,needs locksmith verification,,IM608,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
SALWG2PF2GA585446,2016,LAND ROVER,Range Rover Sport,SE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),3L V-Shaped,,SOLIHULL,ENGLAND,0,0 - VIN decoded clean. Check Digit (9th position) is correct,2,2023-05-09T16:05:00.000Z,2023-05-10T20:40:00.000Z,uts DK 16 Range Rover Sport wht [cos],cxd DK 16 Range Rover Sport wht [cos],,,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
SALZT2GX9LH061665,2020,LAND ROVER,Range Rover Evoque,S,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2L In-Line,AWD/All-Wheel Drive,HALEWOOD,UNITED KINGDOM (UK),0,0 - VIN decoded clean. Check Digit (9th position) is correct,2,2023-12-11T16:40:00.000Z,2023-12-11T16:40:00.000Z,utr DK 20 Evoque [cos],utr DK 20 Evoque [cos],,,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
WA1BNAFYXK2069910,2019,AUDI,Q5,quattro Premium Plus,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2.0L In-Line,AWD/All-Wheel Drive,SAN JOSE CHIAPA,MEXICO,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-09-13T13:55:00.000Z,2023-09-13T13:55:00.000Z,DK 19 Q5 gry [cmx],DK 19 Q5 gry [cmx],,648.7,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
WATCCAFP5GA143099,,,,,,,,,,"1,7",1 - Check Digit (9th position) does not calculate properly; 7 - Manufacturer is not registered with NHTSA for sale or importation in the U.S. for use on U.S roads; Please contact the manufacturer directly for more information,1,2021-06-28T17:00:00.000Z,2021-06-28T17:00:00.000Z,Carmax Omaha,Carmax Omaha,,934.62,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
WBSDX9C5XDE786075,2013,BMW,M3,,Convertible/Cabriolet,4.0,,REGENSBURG,GERMANY,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-09-22T14:45:00.000Z,2023-09-22T14:45:00.000Z,DK 2 veh.'s [cmx],DK 2 veh.'s [cmx],,48,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
WDDGF8AB0DR268548,2013,MERCEDES-BENZ,C-Class,C300,Sedan/Saloon,3.5L V-Shaped,,EAST LONDON,SOUTH AFRICA,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-09-21T14:45:00.000Z,2023-09-21T14:45:00.000Z,DK 2 veh.'s [cmx],DK 2 veh.'s [cmx],,297.8,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
WP0AA2A79KL102360,2019,PORSCHE,Panamera,Base / 4,Sedan/Saloon,3,,LEIPZIG,GERMANY,0,0 - VIN decoded clean. Check Digit (9th position) is correct,2,2023-10-13T19:50:00.000Z,2023-10-20T16:45:00.000Z,uts EKM 19 Panamera blk [cmx],uts EKM 19 Panamera blk [cmx],,,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
WVGAV7AX9GW569037,2016,VOLKSWAGEN,Tiguan,"S, R-Line, SE, SEL",Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2,,WOLFSBURG,GERMANY,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2022-05-19T16:51:00.000Z,2022-05-19T16:51:00.000Z,Ship key to dsm,Ship key to dsm,,,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
WVGBV7AX8HK004792,2017,VOLKSWAGEN,Tiguan,"S 4 Motion, Limited 4Motion",Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2,AWD/All-Wheel Drive,OSNABRUCK,GERMANY,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-07-06T12:45:00.000Z,2023-07-06T12:45:00.000Z,DK 2 veh.'s [cmx],DK 2 veh.'s [cmx],,227.8,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
WVWAK73C47P111410,2007,VOLKSWAGEN,Passat,,Sedan/Saloon,1.984000,,MOSEL,GERMANY,0,0 - VIN decoded clean. Check Digit (9th position) is correct,10,2020-02-05T20:56:00.000Z,2020-11-13T22:06:00.000Z,DK 07 Passat,DK [adv] 07 Passat,,165,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
WVWAK73C98P128964,2008,VOLKSWAGEN,Passat,Komfort,Sedan/Saloon,1.984000,,MOSEL,GERMANY,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2019-08-19T16:10:00.000Z,2019-08-19T16:10:00.000Z,Adv Auto,Adv Auto,,135,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
ZACNJDAB5MPN14420,2021,JEEP,Renegade,"Freedom, Jeepster, Sport, Upland",Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2.4L In-Line,AWD/All-Wheel Drive,MELFI,ITALY,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-07-28T12:50:00.000Z,2023-07-28T12:50:00.000Z,DK 8 veh.'s [cmx],DK 8 veh.'s [cmx],,349.6,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
ZASPAKBN0K7C43325,2019,ALFA ROMEO,Stelvio,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2L In-Line,,PIEDIMONTE SAN GERMANO,ITALY,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2024-07-12T20:45:00.000Z,2024-07-12T20:45:00.000Z,uts PCP/MA 19 Alfa Romeo,uts PCP/MA 19 Alfa Romeo,,,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
